study_hours_per_week,sleep_hours_per_night,stress_level_1to10,caffeine_mg_per_day,exercise_minutes_per_week,social_media_minutes_per_day,commute_minutes_per_day,part_time_job_hours_per_week,attendance_rate_percent,late_study_ratio_0to1,morningness_score_0to1,year_of_study,age_years,quiz_score_avg,projects_completed,gpa_1to10,study_efficiency_score,manifold_1,manifold_2,label,profile
3.2978142544584603,7.773509659605853,5.195277556551662,117.19065837416215,16.632361212757488,254.25459612699615,31.61343755999423,10.070995109423405,70.1907599782202,0.35671892663013993,0.6356738647248547,2,24,46.15590764263769,2,5.712855007132854,13.995908829685447,-0.8102119652984009,0.676895264132448,4,Procrastinator
29.875540818770954,6.688546251006628,2.8656921377519486,124.30266590431307,281.1008823716064,162.99516071228462,5.412123578336459,4.682433850349223,92.17049009231482,0.25071310521755985,0.7254426936307763,4,23,69.83229281876805,4,6.559447047955904,2.337440290784362,0.3406874008518459,1.2412596014744135,0,Balanced Achiever
13.177355810791743,7.473902695240419,6.904498014696882,131.62078930971435,226.09305628781885,67.61710855802042,25.580962514003673,0.0,90.81070654920946,0.29138993481789516,0.7481503712666088,3,24,72.77532743648061,5,5.757268395116881,5.522756498453235,0.34714661239505085,0.6906092761410108,0,Balanced Achiever
23.395748010954364,8.313011594578366,4.7675516913974825,61.350355244867636,226.55273745224318,139.98661068175107,27.624453714335328,8.960056945217342,94.54762513348884,0.12163888702858164,0.8825421668419462,2,19,94.4784722064631,5,7.445214528383472,4.038275337989893,0.32905125721732487,0.9807904490763603,0,Balanced Achiever
22.889239263363052,8.433713808562137,6.151529525892821,140.48010344638783,153.78777056695435,275.9718286979125,46.5912716426472,7.458761168915489,59.15667976036036,0.33901929000650444,0.6758586165463909,3,23,57.21172499969296,2,5.92891450820738,2.4995031220311077,-0.3025307296917271,0.02644934633106875,4,Procrastinator
32.86831755672045,8.545175998088286,5.356119179685416,21.41999439201303,236.84595062675743,113.93388188299531,26.235926880158033,1.6106493018118258,94.80289262743834,0.22054005448749447,0.8446381989029099,3,25,70.74823316624895,3,7.320031641224793,2.1524750405663324,0.7734562548788619,0.9974055499251073,0,Balanced Achiever
29.287919471229834,6.5718970446773675,7.63028297476398,163.88972148855845,40.440531157515565,31.387063228866495,57.056612213461726,20.737155824485846,87.50595611454061,0.47115453106797717,0.46195722262219874,2,17,60.03245247864676,5,5.1289818370492,2.0497342782445833,0.5735236740952369,0.7050769753249784,2,Overworked Striver
30.603982387966372,8.442392633964042,4.577095563366421,106.30148596472425,443.5222939685947,109.38484475271443,29.515743640765308,9.434946705074491,91.66637021599256,0.2487414869472393,0.7337102669743119,1,18,100.0,4,7.785637425187883,3.267548606331719,0.6588932067256936,1.0929862935539194,3,Athlete Scholar
4.256008137392641,7.2567252411267065,6.60249806677276,173.1175323884699,136.72797455397844,346.49103447780044,34.165083676918684,6.257566621137716,69.34112997407635,0.5909599303820385,0.40369597610174834,3,23,46.70308124737752,1,5.532058593328903,10.973447357172873,-0.912645851300655,0.31546593643983933,4,Procrastinator
32.48300150421541,5.688817098472222,4.9292360719343815,100.38432737643205,133.49470571609652,216.5662008577045,4.102493615964676,11.56215059246518,86.15412010540079,0.4263168036800645,0.5681604957545497,3,22,72.8581485280935,2,6.61679836317801,2.2429623234982916,-0.07941078500559899,1.0342590124079942,1,Night Owl
9.725707147701737,7.026789038929295,6.259265239688599,160.13215932099507,37.87199351867506,431.259529575504,44.35635185804221,0.0,70.68279387542835,0.6083058862241202,0.3710770657899717,2,22,40.05297924065582,1,6.045984637294127,4.118258819886497,-0.929363265151462,0.6086374326303654,4,Procrastinator
36.05468497505947,9.329596771564201,3.513676881460802,1.578695328559915,83.78971756278888,77.58064095216226,16.565324601911968,5.240304635910972,87.54644783231261,0.3524507375286086,0.5728289814804262,3,26,80.59894179916117,4,7.814595747463511,2.235463764415493,0.8787129316154105,1.1227311014435792,0,Balanced Achiever
32.898639687125176,5.668459481314896,5.16969533500434,179.09498431484582,79.33205547654808,244.40913986130468,25.267199981299186,5.1798079531033805,83.38119326418447,0.4980565539509264,0.4192401377860391,3,21,70.57601700840718,1,6.552452210418279,2.145256389917756,-0.07708179699302115,1.1498761446867176,1,Night Owl
25.61254374932849,5.5857929138322335,8.676667012242868,268.38555249790096,51.22384721252099,317.40032254787184,14.381411455318295,8.363887849707744,87.09863245128841,0.4869613153449648,0.5407921706586025,3,22,74.72669648286912,3,6.113660982853202,2.917581994753188,-0.66867271071319,0.7418782618054667,1,Night Owl
17.407089514653485,7.247823590119139,5.135277107040205,152.26301819956927,196.58262120449797,396.29163716490956,18.362529943314303,9.343649352063851,91.89055632003455,0.6884444695426296,0.21920312360967642,3,21,60.565268371063,3,5.976045562184198,3.4793449140408264,-0.8690058037407706,1.3638210714621868,4,Procrastinator
34.80888190285113,8.359014144502169,1.3406158982363534,0.0,382.8476829866239,91.24125435104341,11.787849582950763,6.414495325564109,97.63929418438207,0.1356267189188109,0.7637896691040456,2,21,82.9821194286144,5,8.106297035209638,2.383935216885478,0.8001614722684106,1.505652946926938,3,Athlete Scholar
19.109316454164983,7.02665235226874,5.215797986241865,82.91371508981112,48.49757472054045,359.8642812550457,51.41555188419077,0.0,66.82555188906704,0.5726360435389029,0.3654666452384706,1,23,54.87530797185673,2,5.996449285898573,2.871652060578878,-0.7265567313333181,0.5958640265365975,4,Procrastinator
23.971872124731206,7.019778212339684,4.980218255981213,71.77611244622366,106.83973181788359,293.98522468741555,19.17765529133588,6.1323802561365515,80.84977264287141,0.48173451822079655,0.5820710838265242,3,22,69.17072589588803,3,5.887755995714009,2.8854953645663013,-0.4785190568717022,1.190534143813151,1,Night Owl
12.36609476534886,6.715340426097682,6.543100701409656,149.29388935654245,76.48972397937392,162.7067868666195,31.878588443818707,11.148938766209284,63.45195441877851,0.5392775745026347,0.45792703078357433,3,20,60.138553288716096,3,5.935434979715053,4.863180691226049,-0.4380567184454276,0.14981739684084625,4,Procrastinator
14.527430573126694,8.104868717051087,8.974998929350742,72.77816909700078,110.37593110212086,240.5009333862974,15.86971061278184,4.571111598283791,63.8070444452853,0.44865174819102555,0.5871852868758816,2,21,54.32094586917886,1,4.8305103228765915,3.7391984491506354,-0.42642082940514364,-0.3264812921188784,4,Procrastinator
16.46044705387891,6.702041477173089,6.694776008096403,149.96536213304475,59.851956115447415,191.34431492269147,29.497308140095292,9.042089309318909,74.47907389177085,0.43439907656086085,0.5048484470854455,2,19,59.465822837795706,2,6.544745502190924,3.612649318888491,-0.3875155775995773,0.3188793232019974,1,Night Owl
29.94845852660001,7.86153191023576,3.823069012098199,53.748093357404215,295.29656642895577,65.11170218821128,44.72357804628894,5.098274203087603,86.89193422011908,0.19237547996812315,0.7700367276412018,3,24,86.08527514134755,5,7.860010448351384,2.874447613552037,0.7596069685520768,0.9738506095338592,0,Balanced Achiever
29.633899734548915,5.963526413425874,6.558668865494129,189.0538718455257,62.63208434421544,78.93910889449965,35.127212421320024,19.450267334299227,87.0845061954192,0.3058163649243685,0.6815204187999968,3,25,71.73135668458019,4,6.267731513741956,2.4205844430576793,0.3570132210088024,0.8607813786227382,2,Overworked Striver
24.609030291155854,6.969196294551424,8.728609083979611,199.81753677935637,119.49292376107803,243.62451971731878,14.923404167319337,11.593108126955265,79.05187262751896,0.45507348177218254,0.536279862585821,2,22,55.84952026201214,1,6.689755386964993,2.269472612339532,-0.3449768142943676,0.6438540203018402,1,Night Owl
23.55098005325795,7.504651746740768,4.241020356731116,99.53080537430063,177.58916016914918,109.41213132252562,26.274125128988366,9.555932721618593,97.69423788906013,0.206576093585204,0.7482471840859823,2,21,68.26125838207915,3,6.349418468366762,2.898446613589491,0.3637029757095816,1.1818828974598397,0,Balanced Achiever
44.42019619662163,5.930829904096662,9.231252879356013,221.1342889653218,23.349877179875115,120.18243840770222,48.49672149559152,12.188790461687963,87.54489317276153,0.45401136652169705,0.5216572766210403,2,23,63.89394485393284,2,6.899449804281629,1.438398528703308,0.7160854269474749,0.6075237454475751,2,Overworked Striver
16.565849436536293,6.597943181403389,6.672213338577562,132.4261983702048,99.84783741606485,312.8557748278778,51.41273837033473,15.060152307638734,58.763856859427534,0.5155725251986908,0.5022261159528685,4,24,49.43223562623737,1,5.338990157545426,2.983984359848982,-0.8165764599147958,0.06589931253690148,4,Procrastinator
26.205203078444615,8.139216179594383,2.3807468692956952,3.021413408006664,326.0504108521875,127.43589442527826,37.32384219306345,5.096002451861921,95.17698437195963,0.24975582980421168,0.7042655187016731,1,19,81.78231064624998,4,7.458517842130347,3.1208424678655113,0.5160963068005627,1.6322703987504883,3,Athlete Scholar
21.705967701578317,8.42881774657035,3.440300192791079,0.0,133.47182150371765,99.17841457833718,13.731050822827722,4.116713368897855,94.95730410269961,0.20946347873181675,0.7982405208756266,3,25,82.20790897513356,2,7.806597047723142,3.7873413480273417,0.53027050082697,1.1443488840311666,0,Balanced Achiever
28.501150551000052,6.2575778961679225,7.176937168312261,192.93905060223278,114.73889286004783,92.68695616132571,7.48410849567728,4.319960499051142,79.22107896996468,0.5987022479843276,0.457153042588474,3,21,61.74439719066715,3,6.612827796841522,2.1663826195430786,0.5379188409319914,0.3814808250340583,1,Night Owl
20.61720244654629,5.604050521658001,5.387050256860213,143.19764766331585,145.16792059235564,221.3203292707466,32.65154517338855,5.583846460172696,79.90532647776223,0.5245274445857391,0.42862213398447313,2,17,70.36705141020211,3,6.406351108963862,3.413026165535359,-0.4379706882124145,1.119398498323861,1,Night Owl
28.240185976441968,6.639218667518289,8.286236864564163,219.5201686092303,63.69381450217611,79.47561506361612,28.859455344549367,19.103954146650864,97.69252782492134,0.41539098588481954,0.5584404267601185,1,22,67.11868174885919,1,6.084459528624503,2.3767082059887903,0.39020862159496633,1.018912581071625,2,Overworked Striver
32.93643133573412,8.983523695726161,4.653237038192335,24.050024368135766,309.69449040516866,55.592669377755215,34.12949755673088,10.507038809203268,98.48845619635621,0.372780854487415,0.6644885281668416,2,22,78.62607224740518,3,7.27288657021921,2.3872067816315132,0.8348169750162031,1.3245299185751114,3,Athlete Scholar
26.920339103847613,7.906626745672392,1.949446678664469,0.0,387.42686819098753,115.60060379959914,21.54744450075694,9.143284274407065,92.8351900374151,0.23028841541448034,0.6926646194579203,3,21,93.67198650643269,3,7.2932034316549865,3.479599055015044,0.49813940986559546,1.5155224038427728,3,Athlete Scholar
23.9962420875397,7.063779553528577,3.2759434854951626,62.374978859993305,398.42186785965646,115.38825184274707,29.010671045679356,10.97595605742671,91.65562828489362,0.45450540380104026,0.44712710185074545,2,24,87.12803874803035,5,6.8828532788481125,3.6309034735598247,0.27465641375818795,1.727661853093411,3,Athlete Scholar
35.65112872478906,7.3969328333502,3.9951121791708695,68.54587268691796,394.1932932918022,150.56725878287875,21.055638312347057,0.0,94.01813626585833,0.0950807983382696,0.9071877821097674,1,22,98.8706878526851,4,7.713904830922543,2.773283522547717,0.6837555319655074,0.8604399725119437,3,Athlete Scholar
12.223817104668981,6.326393697494795,4.859700449702212,133.89406243187724,121.02813508155421,403.31937322325695,20.56126029961706,3.415357030353718,85.60787952240844,0.563720340298296,0.39931010694662156,2,25,66.09135555372737,2,5.156501944731787,5.4067690139509095,-0.9179380095971099,1.182945574248532,4,Procrastinator
27.20887933119044,7.182423759750151,7.66635274344298,156.67196582030354,70.60802423542327,278.00979842902825,55.589104180631594,17.991444916706673,87.12134806759448,0.517496011891612,0.5113074632864576,4,24,63.52861529816975,2,5.984463636937542,2.3348486545472964,-0.4832375033658452,0.8640949111497329,1,Night Owl
23.68599990213365,8.28512864976121,3.3274614282467523,53.7088131442395,115.60996237926604,130.8488915687653,13.554836125206643,4.364403639164842,92.16472008139671,0.30200372908663115,0.6380404146061074,3,22,82.68932445128003,1,7.6428455023109185,3.4910632775875055,0.45203739522648173,1.5705776255277746,0,Balanced Achiever
37.65443374095626,5.739287186376054,6.773953902114396,159.42689628964553,57.63711356552298,130.65247153823282,24.647641547329606,17.235270108973403,78.43884190203724,0.3555297204788519,0.6219711289396891,2,21,57.28918703040604,3,5.32778865801429,1.5214459849410324,0.421993159255972,0.5028888139300822,2,Overworked Striver
21.358087147343312,8.366232003033996,3.431533866429836,67.5908070428793,365.4341460075815,110.99576832024027,25.68597928321684,8.172087546603677,94.91222801611121,0.3044479938966846,0.6103786619733018,3,23,76.6636173897998,1,6.208019962779231,3.5894421097226314,0.40370474193240835,1.6121215007020044,3,Athlete Scholar
20.298228120757948,7.7327016599336496,5.873423839811778,121.59848344263352,188.79451191173885,142.27998213616064,24.22316924982389,7.885001831383574,86.65711796278173,0.2665067962726393,0.7766478264079061,2,22,68.33363472417447,3,6.39293726645956,3.3664827450773007,0.1493961387034184,0.6968496410310812,0,Balanced Achiever
27.241079201104448,8.095984307735717,4.611452830432996,32.32334474181337,367.4760151635002,116.9184973521309,8.16779279325327,8.77292108824151,93.25647921897696,0.4646186009112572,0.5702624752103724,3,23,76.12096072260746,5,7.7203875773375445,2.794344532411963,0.5268129367567993,1.4415776688846422,3,Athlete Scholar
36.20177046949156,7.491818243571053,4.349446241357792,76.79853598165786,343.5606033810945,47.70453021346883,0.0,11.146360525148932,88.6927635784277,0.2414081789548415,0.7719999600929244,1,20,76.27771508308923,3,7.408036167006686,2.107016151250697,0.8217544891010965,0.8580289467701905,0,Balanced Achiever
21.777641061994622,7.266721612061449,3.9151835420175143,73.64359867234191,220.05770770986288,92.04568234208647,10.813576670843444,9.600738256079854,94.95765068920379,0.2347083855335288,0.7927130105079612,2,19,77.23639125165188,2,7.019214893208496,3.546591250713624,0.3491060295039675,1.0946447304232838,0,Balanced Achiever
19.688094974857194,7.257771976946255,3.7077720656101216,119.71346821248981,268.614768650138,85.7481675433818,24.432649724790913,4.638246444541139,98.37961484534748,0.25210821471678413,0.6913588270930539,3,25,82.61816923850908,2,6.983156977078303,4.196351619799536,0.38880176242175113,1.2933917448386094,3,Athlete Scholar
18.417955072325938,6.737637044272869,7.8592887763775465,144.38059310184337,91.35986771381566,289.6023407521629,21.400989746887063,21.7081310118138,68.7976889758481,0.9186503003245691,0.10103320436804829,3,26,60.54806039603652,2,5.691790825123388,3.287447502085264,-0.7896261238080597,0.054570715467120126,4,Procrastinator
37.45019883078074,7.648263503811794,7.904385953449574,101.66960158830605,23.31923415542306,22.176978320525905,42.28811963256064,13.434629073043258,86.23301570991268,0.5328300161491059,0.41416174026124386,2,21,81.18710487838518,6,7.538599163670422,2.1678684603312863,0.8655013843125741,0.9405143047349569,2,Overworked Striver
39.46074967055802,5.795427838432679,7.854485070522784,230.03187647453532,32.33198527157995,73.78041315870111,50.515508995168496,16.728510840534508,74.95810781555342,0.46442206113117124,0.48591636636815577,3,20,70.94282882374925,0,6.746433492269259,1.7978074267727422,0.6774295111494296,0.37217519964625445,2,Overworked Striver
27.68452426721427,4.873205533688923,5.49484634810426,226.58316689667512,100.36470276203876,313.87809281769,11.806640481872158,7.378335895755494,81.17559238666381,0.49845983583994313,0.4233494295939606,3,25,64.94868077464801,2,5.541882177222522,2.3460284217910243,-0.6545103262242401,1.0864468546379569,1,Night Owl
17.265279324115664,8.236751950153767,4.022454861209501,47.07318947285012,365.40870390225643,179.6117127408641,12.945254262040237,2.3555851324251185,95.39905698705101,0.10987913749737274,0.9202557624964074,3,19,67.880880270305,3,6.198750496647808,3.9316410117669434,0.02033836162209921,0.9964784700671574,3,Athlete Scholar
37.3746148643624,6.753273614085825,8.086443138368184,172.48912645674,93.83655912407696,82.93512991372864,54.91831684289225,5.461899534468376,78.8282721475127,0.579548254188029,0.514478232115358,2,20,70.97585679710812,2,7.612549240716421,1.8990391487561606,0.7810954734795292,0.49551756809484543,2,Overworked Striver
16.55889500663792,8.028027190751756,4.145332048856682,42.33990178179676,277.9267972028871,107.45610603567404,30.17952401055101,9.471870564102979,100.0,0.31837573817907017,0.6923777204488059,3,23,61.367141312904934,4,7.5163851584172345,3.705992536839255,0.1807018655509561,1.4941983686180116,3,Athlete Scholar
24.91903630004653,7.083380711565324,2.7226327046485936,79.23879241926392,90.29628131350987,119.19315156062119,41.70697450499325,11.701315773881223,85.49566204549393,0.44221063499235563,0.5349488659707112,2,18,65.621644096377,4,6.071550105466613,2.6333941371663103,0.28018867247657053,1.529461353947714,0,Balanced Achiever
37.44768622423275,7.634019857902807,2.0909522689054008,29.876061780584703,495.06438602587764,159.45650199266302,22.811814426924578,6.525329260498106,96.21970735730604,0.17035204615295269,0.7055495947137347,2,25,93.02767295752015,4,8.490658372254591,2.4842034939216373,0.6438102836449838,1.4549689410803366,3,Athlete Scholar
11.13314725649473,7.834106941638506,6.606370574042732,65.41760554082501,67.58680743908822,184.49197714560134,16.57090673508859,18.710002255144488,71.2138992953457,0.6750940791670855,0.23556335744902152,2,22,69.36788110766267,2,6.059862325207572,6.230752141286518,-0.5581346890471254,0.655602752632433,4,Procrastinator
18.70255104079026,6.273285354710052,7.090594297461748,148.7025428466385,140.39545018308414,259.8395509307265,45.87871580601567,10.385387954651057,85.87957465818313,0.531738331433363,0.4663125301552605,2,22,64.87907236306805,2,5.599350370541642,3.468995872358097,-0.6325758789570785,1.0185088684595998,1,Night Owl
30.52383630224972,8.28234938600953,3.129460112416539,52.32177493316965,242.88442766119746,139.0330199970326,39.233621379590915,2.2836302860352213,92.71220119778113,0.2358135537106518,0.8531394566821673,2,21,78.64054278290385,5,7.838161973917408,2.57636497602065,0.641721876611487,1.4017312963185553,3,Athlete Scholar
25.456001690373128,8.362817370923281,3.2372135002382376,3.3391861423449924,428.5261321626379,84.3704256691195,18.124642337858784,12.253367303479965,95.08814809104108,0.15097134100881013,0.9423075605429889,2,25,84.35074828447856,4,8.608523089785415,3.31358982885274,0.5669588257303457,0.9413716082141518,3,Athlete Scholar
12.359076127550068,7.772775761584031,5.828419055254284,107.80614280811015,193.28709987500747,295.2097123914251,21.328102054620345,6.689744218829776,73.77059505383617,0.5809714047876656,0.37655341660879144,3,26,71.51060359498824,3,6.739755305168707,5.786080031951688,-0.717485636147955,0.8041221082058951,4,Procrastinator
37.10323078823401,8.238464814683187,2.1135516932161114,0.0,195.98280962610795,43.11971229620737,13.780641891604704,12.044913733106887,94.55013524359079,0.1986282633559601,0.8030108412878529,1,19,97.63525334507943,5,6.7252664640027975,2.6314488326456207,0.8624322530698959,1.451321171224191,0,Balanced Achiever
41.67481959679932,5.522002243431864,8.99517408320033,251.5448444243416,21.457743201607485,27.629519220105124,17.076472142107182,23.854335879009557,84.71292972536249,0.4481515275539179,0.4955626453861709,2,20,60.50592791073991,1,6.455952719657977,1.4518581842976197,0.7463624901069021,0.5834743080045955,2,Overworked Striver
17.943185094784774,8.642049101229139,7.325884499090942,83.14797447454649,98.08727164833019,323.1898589914292,28.59602356567771,7.206139140304245,76.97625438768364,0.6049149461634535,0.34695957846625564,4,23,55.36570811926538,1,6.578036857640422,3.0856120486299585,-0.6128074515514047,0.5710930442518941,4,Procrastinator
56.134800852430445,5.655854102771727,6.748920759931047,176.28277959831595,35.16316860670587,62.31784072237532,81.61719792165334,16.313045235564243,80.70172093597989,0.5868026534451937,0.46306243397025815,2,18,89.3128838737205,4,6.9857973430451645,1.5910430342223891,0.9118380518131272,1.0152155145659485,2,Overworked Striver
25.309327379949757,4.997126090213499,7.057444183184083,244.6842764700884,125.2554704783324,214.4557171308392,26.960265100496876,9.867201766077848,67.82918348701074,1.0,0.0,2,23,71.05639560263496,0,6.35717462220008,2.8075181349515588,-0.39211712735271825,0.2569240357608336,1,Night Owl
9.511640740747977,5.99406434553612,5.093261882185537,186.12978814922613,126.152450487876,366.68068457224,23.35842667572048,13.199931717495577,68.51869262204049,0.5305055707789077,0.32084206110693125,3,22,51.008074432888066,0,5.0459472627939,5.362699856226581,-0.9403495869972889,0.7402718341046545,4,Procrastinator
19.99969144357103,7.515752188375974,3.8878741311637457,51.66403748427447,320.558840342624,109.30135145678915,30.169204951362723,12.112438957502196,96.30117375669923,0.36764879581861354,0.5907634941772808,3,23,62.68668349639307,1,6.301567549029749,3.134382531513701,0.18774531806435582,1.700500575604955,3,Athlete Scholar
28.821953514886513,7.565721630322313,6.217390015547254,89.99275390143299,189.54963597170251,156.71550444478078,6.755111626615914,8.34903666721117,93.27760105516492,0.317739611463694,0.742886330377886,2,18,65.89376922485565,3,6.738717113957136,2.2862353584333404,0.36941841574252504,0.833561896120743,0,Balanced Achiever
30.120028568708427,7.969550077838323,5.008360768284733,56.21780302541727,413.8270810077376,105.05056068288808,32.24015901253563,2.296958341475874,88.67373735211874,0.37474569572421684,0.6292651062602314,2,20,84.59993257894723,3,6.571028695653469,2.808760037725786,0.7028357044852215,1.0724980775895157,3,Athlete Scholar
33.55919171438404,8.526554939557936,3.337466956643594,25.386781160274793,277.93305906242824,67.89829972869651,25.079084346808877,6.103788394400026,96.69669033530468,0.2629763637731315,0.7114683912572395,4,22,68.28050802589715,3,7.840723899641747,2.0346290997417245,0.8319203543540356,1.3787790825077448,3,Athlete Scholar
27.276034997705437,4.846425364092778,8.132250575695197,234.15354684844584,81.20986259423815,202.9069156628832,17.34217387193493,11.11129374135103,75.17301308274553,0.7282524880908023,0.2894785699479488,2,23,61.36412792243035,1,6.756629498656517,2.249745167418671,-0.3120927650001799,0.3713440658831554,1,Night Owl
18.13158661795699,8.436196322867817,3.67552413303597,50.743813570591975,244.37787229919374,184.39087737318448,15.761075698068701,4.315388069371379,92.47465667889598,0.243328697468985,0.7251232226744084,3,23,56.215629886918194,4,6.473733018873053,3.100425300411597,0.018492051259018,1.143182561828567,0,Balanced Achiever
12.609214765873816,7.201215988123478,5.639615546702274,109.85544989059537,141.49503574643802,212.64729159548472,32.624700945105516,2.708333525202926,71.81245542505316,0.7103864698851844,0.2893723690873458,2,21,51.96588657017142,2,6.184184840405831,4.121262706287975,-0.44319977442556036,0.6488150810274924,4,Procrastinator
29.69074458166517,7.950483487753514,3.12874673404787,64.09031687096297,423.07037548032287,109.1280564270769,11.54608347599227,8.578851359112281,98.77169660059063,0.45427490015144634,0.6491850063264032,4,24,69.11427978084096,4,7.798931840660123,2.327805541916954,0.6088825377706822,1.8300182494215194,3,Athlete Scholar
38.437017277862424,6.134796490511124,6.485877129292345,159.6828947406723,28.201320861022708,328.2503727309236,31.144602162735698,6.5541780079469385,82.88704453204723,0.5720312759682729,0.3558453814894441,3,22,68.92929965362073,3,5.989440505593571,1.7933051140604543,-0.2356990052155398,1.004820993697093,1,Night Owl
28.497600326238608,8.17045063143318,3.3853688585507666,0.0,553.0462989415895,76.36585367821118,44.67936271389456,10.787452270723456,96.51228051975394,0.30310574903629617,0.6711595130939265,2,20,95.77976368655173,6,7.644616603926534,3.3609764538091436,0.6686988160971974,1.393919838188622,3,Athlete Scholar
6.36388314325003,7.58842070606807,5.774836044552197,102.85682701170693,138.84664767772603,161.0384134333452,27.397526832088804,8.221720381393766,71.33251030390882,0.6203616673025923,0.37390563463874854,4,27,52.45998718652773,2,5.571170955456038,8.243392596259469,-0.4827893727330034,0.6577676975391588,4,Procrastinator
41.35524258681701,6.075920198480903,7.991042103602915,253.87306571707083,74.6452924768196,119.3891893307271,32.444238468585354,10.970327313996663,84.54779926503193,0.31069193298859343,0.7218148517904208,3,18,77.9318349165431,3,6.455677135166452,1.8844487431778665,0.6775909869602279,0.40466228370433943,2,Overworked Striver
24.950207819488334,7.582860910930809,4.273158927253531,18.919267815219854,466.0975809806142,14.030709112597108,6.357512590917686,9.01142789909995,99.70938902187721,0.3815436501278834,0.7003503441945556,2,24,85.25740259626292,3,7.967678968130549,3.4171019020398417,0.7330743404341087,1.674407273456612,3,Athlete Scholar
4.954929569716196,7.799269395668082,2.7057696769763027,41.71669153039133,164.59084131653196,309.157848887373,12.168238803116193,4.309212985135771,56.927290595879896,0.35096287435116136,0.6741415771836361,2,21,59.846525053430625,3,5.1587132901993975,12.078178753378015,-0.8388283799083119,0.4930565956133084,4,Procrastinator
